5.32,1419,ATTACKPASS
11.93,1699,ATTACKPASS
23.68,3621,ATTACKPASS
29.27,2231,ATTACKPASS
33.54,1378,ATTACKPASS
37.8,3173,DEFANSEPASS
60.91,840,ATTACKPASS
64.23,600,ATTACKPASS
65.53,977,ATTACKPASS
69.61,1240,ATTACKPASS
71.36,729,GOAL
72.16,2638,GOAL
108.98,5598,ATTACKPASS
115.03,616,GOAL
118.31,1303,ATTACKPASS
120.19,1023,GOAL
125.18,1441,ATTACKPASS
126.62,70,GOAL
